Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Robin Lehner,2,,G,8600,VGK,ARI,3,63%,2.39,60.0,60.0,60.0,0.909,0.909,20.0,20.0,20.0,20.0,20.0,20.0,2.3,28.0,3.3
Carter Hart,0,,G,8300,PHI,BUF,2,60%,2.72,59.9,59.9,59.9,0.925,0.925,26.8,26.8,26.8,24.0,29.6,18.8,2.3,-1.6,-0.2
Frederik Andersen,0,,G,8200,TOR,WPG,2,61%,2.90,73.5,73.5,73.5,0.839,0.839,6.8,6.8,6.8,-9.6,23.2,19.8,2.4,29.6,3.6
Connor Hellebuyck,,,G,8200,WPG,@TOR,3,39%,3.60,61.3,61.3,61.3,0.885,0.885,18.4,18.4,18.4,18.4,18.4,15.0,1.8,20.0,2.4
James Reimer,,,G,8100,CAR,@NSH,n/a,54%,2.88,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,16.6,2.0,28.8,3.6
Jacob Markstrom,,,G,8000,CGY,VAN,1,56%,2.80,60.6,60.6,60.6,0.939,0.939,26.8,26.8,26.8,0.2,53.4,18.6,2.3,24.0,3.0
Mikko Koskinen,,,G,7900,EDM,MON,1,51%,3.22,66.1,66.1,66.1,0.892,0.892,14.4,14.4,14.4,-2.9,31.7,16.8,2.1,12.8,1.6
Jake Allen,,,G,7700,MON,@EDM,4,49%,3.28,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,16.1,2.1,28.0,3.6
Cameron Talbot,,,G,7600,MIN,@ANH,1,56%,2.59,63.2,63.2,63.2,0.910,0.910,24.4,24.4,24.4,23.8,25.0,18.8,2.5,16.8,2.2
Jordan Binnington,0,,G,7500,STL,SJ,2,63%,2.61,83.8,83.8,83.8,0.885,0.885,12.4,12.4,12.4,-10.8,35.6,19.1,2.5,13.6,1.8
Darcy Kuemper,,,G,7400,ARI,@VGK,3,37%,3.11,63.0,63.0,63.0,0.914,0.914,13.6,13.6,13.6,13.6,13.6,16.0,2.2,7.2,1.0
Pekka Rinne,,,G,7400,NSH,CAR,n/a,46%,3.12,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,15.8,2.1,4.0,0.5
Braden Holtby,,,G,7300,VAN,@CGY,1,43%,3.20,68.8,68.8,68.8,0.909,0.909,18.0,18.0,18.0,11.8,24.2,16.3,2.2,0.0,0.0
John Gibson,2,,G,7200,ANH,MIN,1,44%,2.91,58.8,58.8,58.8,0.887,0.887,8.0,8.0,8.0,-4.4,20.4,17.9,2.5,47.2,6.6
Devan Dubnyk,,,G,7100,SJ,@STL,1,37%,3.39,12.1,12.1,12.1,1.000,1.000,1.6,1.6,1.6,1.6,1.6,13.1,1.8,2.4,0.3
Linus Ullmark,,,G,6900,BUF,@PHI,2,40%,3.28,58.0,58.0,58.0,0.905,0.905,7.2,7.2,7.2,7.2,7.2,15.6,2.3,0.0,0.0
