Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Robin Lehner,,,G,8800,VGK,ANH,3,67%,2.29,48.9,50.7,50.7,0.890,0.890,10.6,12.1,12.1,-0.8,25.1,20.8,2.4,0.0,0.0
Andrei Vasilevskii,,,G,8700,TB,@FLA,1,61%,2.47,59.8,60.1,60.1,0.935,0.935,25.3,23.2,23.2,14.4,32.0,21.1,2.4,3.2,0.4
Jake Allen,,,G,8600,MON,EDM,4,59%,2.96,35.7,37.2,37.2,0.940,0.940,17.0,15.5,15.5,0.9,30.1,18.6,2.2,10.4,1.2
James Reimer,,,G,8200,CAR,@DAL,3,52%,2.69,61.0,60.8,60.8,0.883,0.883,13.9,16.4,16.4,6.2,26.6,17.1,2.1,27.2,3.3
Anton Khudobin,,,G,8000,DAL,CAR,6,48%,2.81,42.9,47.8,47.8,0.908,0.908,7.2,14.2,14.2,-4.1,32.5,18.1,2.3,5.6,0.7
Semyon Varlamov,,,G,8000,NYI,PIT,2,49%,2.78,60.0,60.0,60.0,0.927,0.927,14.1,21.9,21.9,2.4,41.4,18.1,2.3,13.6,1.7
Connor Hellebuyck,,,G,7900,WPG,OTT,1,66%,2.54,60.5,60.2,60.2,0.911,0.911,14.6,17.3,17.3,9.9,24.8,22.5,2.8,40.8,5.2
Jacob Markstrom,,,G,7600,CGY,@VAN,1,56%,2.82,60.8,60.1,60.1,0.916,0.916,23.7,20.5,20.5,3.9,37.1,18.5,2.4,34.4,4.5
Sergei Bobrovsky,,,G,7500,FLA,TB,1,39%,3.03,62.4,62.4,62.4,0.897,0.897,19.2,19.2,19.2,8.5,29.9,16.6,2.2,19.2,2.6
Mike Smith,,,G,7400,EDM,@MON,1,41%,3.54,30.0,30.0,30.0,0.964,0.964,14.8,14.8,14.8,-6.1,35.7,14.1,1.9,50.4,6.8
Kevin Lankinen,,,G,7200,CHI,CLS,1,52%,2.69,61.2,61.4,61.4,0.933,0.933,23.8,22.5,22.5,10.6,34.4,20.4,2.8,5.6,0.8
Casey DeSmith,,,G,7200,PIT,@NYI,9,51%,2.72,58.9,58.9,58.9,0.897,0.897,14.4,14.4,14.4,6.8,22.0,19.0,2.6,20.8,2.9
Pekka Rinne,,,G,7100,NSH,DET,1,61%,2.47,27.9,37.7,37.7,0.909,0.909,11.5,9.3,9.3,-0.3,19.0,20.2,2.8,23.2,3.3
Joonas Korpisalo,,,G,7100,CLS,@CHI,2,48%,2.81,54.2,57.3,57.3,0.901,0.901,12.2,15.1,15.1,0.7,29.5,17.2,2.4,8.8,1.2
Thatcher Demko,,,G,7000,VAN,CGY,6,44%,3.18,59.3,52.5,52.5,0.897,0.897,21.3,13.9,13.9,-2.9,30.6,16.5,2.4,6.4,0.9
Martin Jones,,,G,6800,SJ,@LA,1,53%,2.91,55.7,48.6,48.6,0.876,0.876,14.2,12.8,12.8,-3.1,28.7,16.3,2.4,-8.0,-1.2
Thomas Greiss,,,G,6700,DET,@NSH,1,39%,3.03,49.5,51.5,51.5,0.901,0.901,12.0,9.4,9.4,-4.0,22.8,17.2,2.6,4.0,0.6
John Gibson,,,G,6700,ANH,@VGK,5,33%,3.21,49.1,54.9,54.9,0.915,0.915,6.2,16.7,16.7,-2.1,35.6,15.4,2.3,36.8,5.5
Jon Quick,,,G,6700,LA,SJ,5,47%,3.09,39.5,46.6,46.6,0.867,0.867,6.6,7.3,7.3,-5.9,20.6,15.7,2.3,0.0,0.0
Matthew Murray,,,G,6600,OTT,@WPG,1,34%,3.46,44.0,51.0,51.0,0.886,0.886,13.3,9.1,9.1,-2.9,21.1,15.3,2.3,-2.4,-0.4
