"C","C","W","W","D","D","UTIL","UTIL","G","","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","54536-64102:Connor McDavid","54536-64102","C","Connor","Connor McDavid","McDavid","23.566666666666666","15","9000","EDM@MON","EDM","MON","","","","",""
"","","","","","","","","","","54536-8612:Marc-Andre Fleury","54536-8612","G","Marc-Andre","Marc-Andre Fleury","Fleury","23.039999389648436","5","8800","ANH@VGK","VGK","ANH","","","","",""
"","","","","","","","","","","54536-8864:Robin Lehner","54536-8864","G","Robin","Robin Lehner","Lehner","14.560000610351562","5","8800","ANH@VGK","VGK","ANH","","","","",""
"","","","","","","","","","","54536-8233:Curtis McElhinney","54536-8233","G","Curtis","Curtis McElhinney","McElhinney","26.399999618530273","1","8700","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54536-54565:Andrei Vasilevskiy","54536-54565","G","Andrei","Andrei Vasilevskii","Vasilevskiy","23.439999389648438","10","8700","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54536-8452:Carey Price","54536-8452","G","Carey","Carey Price","Price","14.300000190734863","8","8600","EDM@MON","MON","EDM","","","","",""
"","","","","","","","","","","54536-9112:Jake Allen","54536-9112","G","Jake","Jake Allen","Allen","24.8","5","8600","EDM@MON","MON","EDM","","","","",""
"","","","","","","","","","","54536-58331:Leon Draisaitl","54536-58331","C","Leon","Leon Draisaitl","Draisaitl","21.233333333333334","15","8300","EDM@MON","EDM","MON","","","","",""
"","","","","","","","","","","54536-8655:Steven Stamkos","54536-8655","W","Steven","Steven Stamkos","Stamkos","18.818181818181817","11","8200","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54536-9052:James Reimer","54536-9052","G","James","James Reimer","Reimer","16.400000254313152","6","8200","CAR@DAL","CAR","DAL","","","","",""
"","","","","","","","","","","54536-15400:Petr Mrazek","54536-15400","G","Petr","Petr Mrazek","Mrazek","19.600000381469727","4","8200","CAR@DAL","CAR","DAL","O","Thumb","","",""
"","","","","","","","","","","54536-59226:Alex Nedeljkovic","54536-59226","G","Alex","Alex Nedeljkovic","Nedeljkovic","3.200000047683716","1","8200","CAR@DAL","CAR","DAL","","","","",""
"","","","","","","","","","","54536-8262:Patrick Kane","54536-8262","W","Patrick","Patrick Kane","Kane","18.385713849748885","14","8100","CBJ@CHI","CHI","CBJ","","","","",""
"","","","","","","","","","","54536-8441:Max Pacioretty","54536-8441","W","Max","Max Pacioretty","Pacioretty","19.460000610351564","10","8100","ANH@VGK","VGK","ANH","","","","",""
"","","","","","","","","","","54536-8732:Semyon Varlamov","54536-8732","G","Semyon","Semyon Varlamov","Varlamov","23.399999618530273","8","8000","PIT@NYI","NYI","PIT","","","","",""
"","","","","","","","","","","54536-8893:Anton Khudobin","54536-8893","G","Anton","Anton Khudobin","Khudobin","16.53333282470703","6","8000","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54536-103202:Jake Oettinger","54536-103202","G","Jake","Jake Oettinger","Oettinger","14.88000030517578","5","8000","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54536-97232:Ilya Sorokin","54536-97232","G","Ilya","Ilya Sorokin","Sorokin","5.066666603088379","3","8000","PIT@NYI","NYI","PIT","","","","",""
"","","","","","","","","","","54536-66556:Landon Bow","54536-66556","G","Landon","Landon Bow","Bow","0","0","8000","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54536-15271:Laurent Brossoit","54536-15271","G","Laurent","Laurent Brossoit","Brossoit","22.933334350585938","3","7900","OTT@WPG","WPG","OTT","","","","",""
"","","","","","","","","","","54536-58909:Connor Hellebuyck","54536-58909","G","Connor","Connor Hellebuyck","Hellebuyck","17.333333333333332","9","7900","OTT@WPG","WPG","OTT","","","","",""
"","","","","","","","","","","54536-8594:Sidney Crosby","54536-8594","C","Sidney","Sidney Crosby","Crosby","13.272727272727273","11","7800","PIT@NYI","PIT","NYI","","","","",""
"","","","","","","","","","","54536-12628:Mark Stone","54536-12628","W","Mark","Mark Stone","Stone","17.66999969482422","10","7700","ANH@VGK","VGK","ANH","","","","",""
"","","","","","","","","","","54536-70635:David Rittich","54536-70635","G","David","David Rittich","Rittich","2.799999952316284","2","7600","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54536-54514:Johnny Gaudreau","54536-54514","W","Johnny","Johnny Gaudreau","Gaudreau","14.716667175292969","12","7600","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54536-70900:Patrik Laine","54536-70900","W","Patrik","Patrik Laine","Laine","17.639999389648438","5","7600","CBJ@CHI","CBJ","CHI","","","","",""
"","","","","","","","","","","54536-12283:Jacob Markstrom","54536-12283","G","Jacob","Jacob Markstrom","Markstrom","20.480000305175782","10","7600","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54536-73946:Sebastian Aho","54536-73946","C","Sebastian","Sebastian Aho","Aho","12.2","10","7500","CAR@DAL","CAR","DAL","","","","",""
"","","","","","","","","","","54536-66693:Sam Montembeault","54536-66693","G","Sam","Sam Montembeault","Montembeault","11.257143293108259","14","7500","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54536-42853:Chris Driedger","54536-42853","G","Chris","Chris Driedger","Driedger","22.88000030517578","5","7500","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54536-12163:Sergei Bobrovsky","54536-12163","G","Sergei","Sergei Bobrovsky","Bobrovsky","19.519999694824218","5","7500","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54536-82115:Stuart Skinner","54536-82115","G","Stuart","Stuart Skinner","Skinner","18.399999618530273","1","7400","EDM@MON","EDM","MON","","","","",""
"","","","","","","","","","","54536-41393:Aleksander Barkov","54536-41393","C","Aleksander","Aleksander Barkov","Barkov","17.210000610351564","10","7400","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54536-8672:Mike Smith","54536-8672","G","Mike","Mike Smith","Smith","29.600000381469727","1","7400","EDM@MON","EDM","MON","","","","",""
"","","","","","","","","","","54536-8986:Jamie Benn","54536-8986","W","Jamie","Jamie Benn","Benn","15.333333333333334","6","7400","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54536-9039:Mikko Koskinen","54536-9039","G","Mikko","Mikko Koskinen","Koskinen","15.13846177321214","13","7400","EDM@MON","EDM","MON","","","","",""
"","","","","","","","","","","54536-58926:Brayden Point","54536-58926","C","Brayden","Brayden Point","Point","17.245454268022016","11","7400","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54536-39253:Filip Forsberg","54536-39253","W","Filip","Filip Forsberg","Forsberg","16.115384615384617","13","7300","DET@NSH","NSH","DET","","","","",""
"","","","","","","","","","","54536-8595:Evgeni Malkin","54536-8595","C","Evgeni","Evgeni Malkin","Malkin","9.209091186523438","11","7300","PIT@NYI","PIT","NYI","DTD","Eye","","",""
"","","","","","","","","","","54536-15321:Mark Scheifele","54536-15321","C","Mark","Mark Scheifele","Scheifele","16.900000254313152","12","7300","OTT@WPG","WPG","OTT","","","","",""
"","","","","","","","","","","54536-9269:Logan Couture","54536-9269","C","Logan","Logan Couture","Couture","14.9272724498402","11","7300","SJ@LA","SJ","LA","","","","",""
"","","","","","","","","","","54536-79857:Brock Boeser","54536-79857","W","Brock","Brock Boeser","Boeser","14.206250190734863","16","7300","CGY@VAN","VAN","CGY","","","","",""
"","","","","","","","","","","54536-82001:Collin Delia","54536-82001","G","Collin","Collin Delia","Delia","5.199999809265137","2","7200","CBJ@CHI","CHI","CBJ","","","","",""
"","","","","","","","","","","54536-43131:Malcolm Subban","54536-43131","G","Malcolm","Malcolm Subban","Subban","17.066666920979817","3","7200","CBJ@CHI","CHI","CBJ","","","","",""
"","","","","","","","","","","54536-8394:Anze Kopitar","54536-8394","C","Anze","Anze Kopitar","Kopitar","16.133333841959637","12","7200","SJ@LA","LA","SJ","","","","",""
