Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nathan MacKinnon,2,,C,8900,COL,@LA,1,L1,P1,3.25,15.9,15.9,15.9,3.7,3.7,3.7,21.0,21.0,21.0,5.7,36.4,15.7,1.8,28.5,3.2
Steven Stamkos,2,,W,8500,TB,@CLS,5,L1,P1,2.99,14.1,14.1,14.1,4.5,4.5,4.5,32.8,32.8,32.8,26.0,39.5,13.3,1.6,12.8,1.5
Brad Marchand,2,,W,8300,BOS,PHI,2,L1,P1,2.99,19.8,19.8,19.8,2.3,2.3,2.3,14.1,14.1,14.1,5.2,22.9,12.7,1.5,12.8,1.5
Brayden Point,2,,C,8000,TB,@CLS,5,L1,P1,2.99,13.5,13.5,13.5,4.5,4.5,4.5,22.5,22.5,22.5,15.6,29.4,11.5,1.4,18.4,2.3
David Pastrnak,,D,W,8000,BOS,PHI,n/a,,,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrik Laine,,,W,8000,WPG,@OTT,6,,,3.06,16.3,16.3,16.3,3.0,3.0,3.0,38.9,38.9,38.9,38.9,38.9,0.0,0.0,0.0,0.0
Mikko Rantanen,0,,W,7800,COL,@LA,1,L1,P1,3.25,14.5,14.5,14.5,4.0,4.0,4.0,17.9,17.9,17.9,8.4,27.4,12.0,1.5,31.7,4.1
Patrice Bergeron,2,,C,7700,BOS,PHI,2,L1,P1,2.99,18.0,18.0,18.0,3.7,3.7,3.7,14.4,14.4,14.4,2.6,26.3,12.4,1.6,21.3,2.8
Anders Lee,2,,W,7400,NYI,NJ,2,L1,P1,3.08,17.1,17.1,17.1,4.0,4.0,4.0,13.8,13.8,13.8,-2.1,29.6,9.5,1.3,12.8,1.7
Sean Couturier,,Q,C,7400,PHI,@BOS,5,,,2.51,10.1,10.1,10.1,0.5,0.5,0.5,5.6,5.6,5.6,-2.3,13.5,0.0,0.0,0.0,0.0
Kyle Connor,2,,W,7400,WPG,@OTT,1,L1,P1,3.06,20.3,20.3,20.3,2.7,2.7,2.7,21.9,21.9,21.9,11.7,32.1,12.6,1.7,19.2,2.6
Mark Scheifele,2,,C,7400,WPG,@OTT,1,L1,P1,3.06,25.2,25.2,25.2,4.7,4.7,4.7,18.0,18.0,18.0,9.3,26.7,11.9,1.6,21.6,2.9
Anze Kopitar,2,,C,7300,LA,COL,1,L1,P1,2.25,23.6,23.6,23.6,2.7,2.7,2.7,15.8,15.8,15.8,6.1,25.5,10.1,1.4,26.1,3.6
Travis Konecny,1,,W,7200,PHI,@BOS,1,L2,P2,2.51,15.4,15.4,15.4,2.5,2.5,2.5,21.5,21.5,21.5,1.5,41.5,10.3,1.4,8.0,1.1
Brendan Gallagher,1,,W,7100,MON,@VAN,0,L1,P2,3.49,12.7,12.7,12.7,4.8,4.8,4.8,15.0,15.0,15.0,4.7,25.3,10.5,1.5,1.6,0.2
Victor Hedman,2,,D,7100,TB,@CLS,5,D1,P1,2.99,19.7,19.7,19.7,3.0,3.0,3.0,18.1,18.1,18.1,3.8,32.4,10.7,1.5,14.4,2.0
J.T. Miller,2,Q,W,6900,VAN,MON,0,L1,P1,3.01,19.3,19.3,19.3,1.0,1.0,1.0,18.1,18.1,18.1,3.8,32.4,11.1,1.6,10.1,1.5
Elias Pettersson,2,,C,6900,VAN,MON,0,L1,P1,3.01,18.2,18.2,18.2,2.6,2.6,2.6,6.1,6.1,6.1,3.0,9.2,12.5,1.8,0.0,0.0
Claude Giroux,2,,W,6900,PHI,@BOS,1,L1,P1,2.51,17.6,17.6,17.6,1.3,1.3,1.3,8.1,8.1,8.1,0.3,15.9,10.2,1.5,15.7,2.3
Gabriel Landeskog,2,,W,6800,COL,@LA,1,L1,P1,3.25,15.0,15.0,15.0,3.3,3.3,3.3,16.7,16.7,16.7,4.7,28.7,11.0,1.6,8.0,1.2
Brock Boeser,2,,W,6700,VAN,MON,0,L1,P1,3.01,18.6,18.6,18.6,2.6,2.6,2.6,15.6,15.6,15.6,-2.5,33.7,10.6,1.6,3.2,0.5
Blake Wheeler,1,,W,6600,WPG,@OTT,1,L1,P1,3.06,21.9,21.9,21.9,3.0,3.0,3.0,13.7,13.7,13.7,4.6,22.7,10.8,1.6,16.8,2.5
Cam Atkinson,2,,W,6500,CLS,TB,1,L1,P1,2.51,16.6,16.6,16.6,2.0,2.0,2.0,4.4,4.4,4.4,-0.6,9.4,9.6,1.5,11.7,1.8
Mathew Barzal,2,,C,6500,NYI,NJ,2,L1,P1,3.08,18.2,18.2,18.2,1.7,1.7,1.7,7.2,7.2,7.2,-5.3,19.7,11.0,1.7,38.1,5.9
Brady Tkachuk,2,,W,6500,OTT,WPG,1,L1,P1,2.94,18.3,18.3,18.3,4.7,4.7,4.7,17.3,17.3,17.3,0.5,34.2,10.8,1.7,3.2,0.5
Bo Horvat,1,,C,6400,VAN,MON,0,L2,P1,3.01,19.1,19.1,19.1,3.0,3.0,3.0,16.1,16.1,16.1,-0.4,32.7,10.5,1.6,32.5,5.1
Jakub Voracek,1,,W,6400,PHI,@BOS,1,L3,P2,2.51,15.7,15.7,15.7,0.8,0.8,0.8,9.1,9.1,9.1,1.3,16.9,8.6,1.3,27.7,4.3
Kyle Palmieri,2,,W,6300,NJ,@NYI,1,L1,P1,2.42,19.8,19.8,19.8,1.3,1.3,1.3,9.2,9.2,9.2,2.0,16.5,9.1,1.4,4.8,0.8
Nazem Kadri,2,,C,6200,COL,@LA,1,L2,P1,3.25,13.9,13.9,13.9,2.7,2.7,2.7,11.3,11.3,11.3,-1.5,24.1,8.4,1.4,3.2,0.5
Tomas Tatar,1,,W,6200,MON,@VAN,0,L1,P2,3.49,12.8,12.8,12.8,1.3,1.3,1.3,14.3,14.3,14.3,2.2,26.5,9.5,1.5,13.3,2.1
Nick Suzuki,1,,C,5900,MON,@VAN,0,L2,P1,3.49,14.7,14.7,14.7,3.0,3.0,3.0,15.1,15.1,15.1,9.7,20.5,8.2,1.4,14.4,2.4
