Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Andrei Vasilevskii,1,,G,8800,TB,@CLS,5,59%,2.51,59.8,59.8,59.8,0.950,0.950,28.8,28.8,28.8,24.3,33.3,20.7,2.4,22.4,2.5
Carter Hart,,,G,8600,PHI,@BOS,2,41%,2.99,49.3,49.3,49.3,0.899,0.899,17.3,17.3,17.3,0.8,33.9,15.4,1.8,15.2,1.8
Tuukka Rask,,,G,8600,BOS,PHI,2,59%,2.51,61.7,61.7,61.7,0.923,0.923,14.4,14.4,14.4,6.5,22.3,19.3,2.2,13.6,1.6
Hunter Miska,1,,G,8500,COL,@LA,n/a,68%,2.25,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.8
Connor Hellebuyck,,,G,8400,WPG,@OTT,2,52%,2.94,59.8,59.8,59.8,0.921,0.921,19.2,19.2,19.2,18.1,20.3,19.2,2.3,30.4,3.6
Jake Allen,,,G,8300,MON,@VAN,2,57%,3.01,29.8,29.8,29.8,0.962,0.962,14.0,14.0,14.0,-5.8,33.8,18.1,2.2,11.2,1.3
Semyon Varlamov,1,,G,8100,NYI,NJ,2,62%,2.42,60.0,60.0,60.0,1.000,1.000,36.4,36.4,36.4,29.0,43.8,21.1,2.6,32.0,4.0
Thatcher Demko,,,G,7200,VAN,MON,2,42%,3.49,58.1,58.1,58.1,0.883,0.883,9.2,9.2,9.2,4.1,14.3,15.1,2.1,0.0,0.0
Joonas Korpisalo,,,G,7000,CLS,TB,2,41%,2.99,58.8,58.8,58.8,0.944,0.944,24.8,24.8,24.8,14.6,35.0,15.6,2.2,15.2,2.2
Scott Wedgewood,,,G,7000,NJ,@NYI,n/a,38%,3.08,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.3
Matthew Murray,,,G,6900,OTT,WPG,1,48%,3.06,60.6,60.6,60.6,0.890,0.890,12.3,12.3,12.3,4.4,20.2,18.6,2.7,1.6,0.2
Jon Quick,,,G,6800,LA,COL,4,32%,3.25,64.3,64.3,64.3,0.887,0.887,9.2,9.2,9.2,-0.4,18.8,13.3,2.0,23.2,3.4
