Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Philipp Grubauer,,,G,8400,COL,@ANH,1,64%,2.38,70.1,70.1,70.1,0.931,0.931,22.6,22.6,22.6,11.0,34.2,22.0,2.6,1.6,0.2
Laurent Brossoit,,,G,8300,WPG,EDM,2,44%,3.45,30.6,30.6,30.6,0.927,0.927,15.2,15.2,15.2,-6.3,36.7,15.2,1.8,11.2,1.3
Kaapo Kahkonen,,,G,8200,MIN,SJ,1,56%,2.56,50.0,50.0,50.0,0.951,0.951,23.6,23.6,23.6,20.8,26.4,NaN,NaN,8.8,1.1
Ilya Sorokin,,,G,8100,NYI,@NJ,7,61%,2.45,29.9,29.9,29.9,0.844,0.844,0.8,0.8,0.8,-0.3,1.9,21.6,2.7,17.6,2.2
Tristan Jarry,,,G,7900,PIT,NYR,1,56%,3.07,34.1,34.1,34.1,0.791,0.791,-0.4,-0.4,-0.4,-17.2,16.4,17.4,2.2,23.2,2.9
Anton Khudobin,,,G,7900,DAL,NSH,1,51%,2.73,59.8,59.8,59.8,1.000,1.000,47.2,47.2,47.2,47.2,47.2,18.8,2.4,16.0,2.0
Igor Shesterkin,,,G,7700,NYR,@PIT,1,44%,3.43,47.5,47.5,47.5,0.899,0.899,7.2,7.2,7.2,6.4,8.0,16.8,2.2,0.8,0.1
Mikko Koskinen,,,G,7600,EDM,@WPG,1,56%,3.05,59.3,62.5,62.5,0.905,0.905,17.6,15.3,15.3,2.5,28.2,18.1,2.4,28.0,3.7
Juuse Saros,,,G,7400,NSH,@DAL,1,49%,2.77,53.3,53.3,53.3,0.915,0.915,20.3,20.3,20.3,-4.4,45.0,18.1,2.4,3.2,0.4
John Gibson,,,G,7300,ANH,COL,1,36%,3.12,59.7,59.7,59.7,0.922,0.922,18.6,18.6,18.6,-1.8,39.0,16.1,2.2,33.6,4.6
Ville Husso,,,G,7300,STL,LA,3,64%,2.37,6.6,6.6,6.6,0.769,0.769,-1.3,-1.3,-1.3,-3.6,1.0,20.1,2.8,3.2,0.4
Martin Jones,,,G,7000,SJ,@MIN,3,43%,2.94,43.8,43.8,43.8,0.905,0.905,14.2,14.2,14.2,-1.0,29.4,15.0,2.1,20.8,3.0
Scott Wedgewood,,,G,6900,NJ,NYI,2,39%,3.05,60.0,60.0,60.0,0.886,0.886,8.8,8.8,8.8,8.8,8.8,0.0,0.0,42.4,6.1
Jon Quick,,,G,6800,LA,@STL,2,36%,3.13,62.9,62.9,62.9,0.897,0.897,13.9,13.9,13.9,3.3,24.4,14.2,2.1,22.4,3.3
