Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Clint Capela,C,HOU,vs GSW,19th,122.50,8000,22.6,55.1,30.6,1.1,1.14,41.02,8.17,9.28,6.98,17.6,9.4,26.9,30.75,36.54,36.54,100,,70,4.6,Y,36,61.20,7.7
Marvin Bagley III,PF,SAC,@ TOR,17th,105.50,7900,0,0,31.0,0.0,1.11,39.86,0.00,0.00,0,25.8,16.0,28.0,0.00,0.00,0.00,100,,0,0,,,,
Ja Morant,PG,MEM,vs MIN,21st,110.75,7800,20.9,51.6,33.2,5.5,1.19,42.88,7.84,8.77,6.26,29.4,14.7,27.8,28.75,34.10,34.10,100,,74,4.4,Y,26,33.80,4.3
Zach LaVine,SG,CHI,@ ATL,4th,110.25,7700,13.1,59.8,34.4,4.0,1.06,38.25,14.16,13.34,12,29.8,17.9,32.4,30.50,33.11,33.11,100,,61,4.3,Y,31,33.60,4.4
Draymond Green,PF,GSW,@ HOU,22nd,106.50,7700,0,24.9,29.4,5.2,1.02,36.70,10.76,12.44,0,14.9,8.4,28.8,0.00,0.00,0.00,100,,58,0,,,,
Jeremy Lamb,SG,IND,vs WAS,28th,114.75,7500,0,14.6,33.4,2.2,1.01,36.41,5.87,7.30,0,21.0,13.6,33.0,0.00,0.00,0.00,100,,78,0,,,,
Thomas Bryant,C,WAS,@ IND,19th,111.75,7400,16.5,55.9,33.8,2.3,1.18,42.40,10.75,11.26,8.81,18.9,10.3,28.7,29.50,33.38,33.38,100,,67,4.5,Y,34,35.20,4.8
Khris Middleton,SG,MIL,@ LAC,22nd,117.00,7400,24,46.4,31.1,3.1,1.02,36.64,8.04,6.40,6.98,23.6,13.9,30.6,31.25,33.55,33.55,100,,79,4.5,Y,33,23.60,3.2
Lauri Markkanen,PF,CHI,@ ATL,7th,110.25,7300,9.2,56.7,29.2,2.0,0.99,35.63,14.63,13.57,11.38,23.1,12.6,29.5,28.00,29.52,29.52,100,,54,4,Y,34,36.00,4.9
Julius Randle,PF,NYK,@ DET,23rd,101.50,7100,22,61.8,31.1,4.6,0.93,33.33,10.58,11.35,9.92,23.5,12.9,33.6,33.75,39.06,39.06,100,,64,5.5,Y,32,28.60,4
Jabari Parker,PF,ATL,vs CHI,17th,111.25,7100,15.9,46.8,21.8,1.2,0.92,32.95,10.35,8.83,8.41,24.0,10.5,23.8,29.25,29.15,29.15,100,,59,4.1,Y,29,30.50,4.3
RJ Barrett,SG,NYK,@ DET,10th,101.50,7000,17.4,49.9,32.9,3.3,0.88,31.77,7.75,9.27,8.02,24.2,16.0,37.3,37.25,31.31,31.31,100,,72,4.5,Y,34,37.20,5.3
Wendell Carter Jr.,C,CHI,@ ATL,8th,110.25,7000,17.4,42.2,29.6,0.8,1.05,37.82,8.98,7.08,6.8,19.3,9.3,28.1,27.25,28.05,28.05,100,,76,4,Y,13,8.40,1.2
Fred VanVleet,SG,TOR,vs SAC,13th,113.50,7000,14.9,48.5,33.8,7.2,0.89,32.15,7.97,9.60,7.75,18.9,12.7,37.8,35.00,29.28,29.28,100,,72,4.2,Y,35,23.90,3.4
Al Horford,PF,PHI,@ UTA,27th,103.50,7000,23.3,56,39.8,4.2,1.22,43.84,10.22,9.34,9.72,21.2,15.2,32.7,34.25,37.30,37.30,100,,77,5.3,Y,29,22.80,3.3
Mike Conley,PG,UTA,vs PHI,15th,105.50,7000,13.3,59.2,21.5,3.9,0.74,26.82,14.40,13.09,12.4,26.9,12.1,28.9,31.00,32.97,32.97,100,,39,4.7,Y,34,30.20,4.3
Montrezl Harrell,C,LAC,vs MIL,25th,111.00,7000,22.3,53,30.7,2.0,1.10,39.53,6.29,8.77,5.11,24.7,10.3,28.0,29.25,35.50,35.50,100,,71,5.1,Y,39,62.10,8.9
Eric Paschall,PF,GSW,@ HOU,22nd,106.50,6900,8.5,56.7,26.5,1.4,0.90,32.21,8.70,13.76,8.4,18.3,10.4,29.6,34.75,29.14,29.14,100,,48,4.2,Y,34,29.70,4.3
Andrew Wiggins,SG,MIN,@ MEM,14th,113.75,6900,24.4,35.6,31.9,1.7,0.99,35.48,7.92,3.19,7.15,26.1,18.5,32.3,32.50,29.20,29.20,100,,90,4.2,Y,34,47.40,6.9
T.J. Warren,SF,IND,vs WAS,29th,114.75,6800,9,63,27.7,1.1,0.78,27.88,13.54,15.43,13.26,20.6,15.3,35.7,35.25,32.15,32.15,100,,44,4.7,Y,32,29.80,4.4
Tobias Harris,SF,PHI,@ UTA,7th,103.50,6800,28.9,49.6,38.4,2.8,1.05,37.82,6.21,5.94,6.64,21.0,15.3,36.5,38.50,37.76,37.76,100,,85,5.6,Y,35,26.90,4
Lou Williams,SG,LAC,vs MIL,11th,111.00,6700,27.1,52.1,30.2,4.7,0.98,35.38,8.62,7.16,7.66,30.9,16.1,30.7,32.00,37.82,37.82,100,,76,5.6,Y,39,51.70,7.7
Myles Turner,C,IND,vs WAS,13th,114.75,6600,0,26.5,27.1,0.5,0.85,30.73,8.51,13.26,0,18.1,10.0,31.8,0.00,0.00,0.00,100,,51,0,,,,
Buddy Hield,SG,SAC,@ TOR,17th,105.50,6600,17.7,51.5,24.8,1.9,0.81,29.08,10.01,9.67,9.18,26.3,15.9,30.7,33.00,32.18,32.18,100,,61,4.9,Y,32,34.60,5.2
Jonathan Isaac,SF,ORL,@ DAL,21st,100.75,6600,16.1,40.7,31.0,1.3,1.03,37.15,6.26,7.03,5.43,16.0,8.9,30.0,31.25,26.66,26.66,100,,77,4,Y,32,58.50,8.9
Marcus Morris,SF,NYK,@ DET,10th,101.50,6500,12,53.2,30.6,1.0,0.90,32.52,9.43,11.75,8.84,21.2,13.0,33.9,33.75,29.66,29.66,100,,62,4.6,Y,33,30.30,4.7
Aaron Gordon,PF,ORL,@ DAL,24th,100.75,6500,18.1,41.2,27.0,3.0,0.92,32.98,7.78,6.59,6.54,19.7,10.7,29.4,30.25,27.98,27.98,100,,76,4.3,Y,37,31.30,4.8
Eric Bledsoe,PG,MIL,@ LAC,22nd,117.00,6500,16.1,49.7,28.5,4.9,1.12,40.29,13.85,9.59,10.2,25.7,12.1,25.4,26.50,30.50,30.50,100,,66,4.7,Y,26,32.20,5
Richaun Holmes,PF,SAC,@ TOR,30th,105.50,6400,9.2,57.3,25.4,1.0,1.09,39.01,11.99,13.76,8.74,17.3,7.3,23.4,26.25,29.81,29.81,100,,46,4.7,Y,31,26.60,4.2
Harrison Barnes,SF,SAC,@ TOR,15th,105.50,6100,13.3,41,26.1,1.1,0.80,28.86,5.18,7.91,4.78,17.2,11.6,32.6,33.25,25.20,25.20,100,,70,4.1,Y,39,39.80,6.5
Ky Bowman,PG,GSW,@ HOU,18th,106.50,6100,4.7,53.3,14.1,2.3,0.78,27.95,19.66,13.91,18.57,17.9,6.4,18.1,34.00,25.52,25.52,100,,1,4.2,Y,36,14.00,2.3
Jaren Jackson Jr.,PF,MEM,vs MIN,3rd,110.75,6100,12.7,46.3,25.1,0.8,1.00,35.83,8.29,9.60,6.22,22.0,10.4,25.2,27.00,27.12,27.12,100,,62,4.4,Y,15,5.80,1
Serge Ibaka,PF,TOR,vs SAC,9th,113.50,6000,18.9,41.5,26.8,0.7,1.09,39.43,11.04,6.46,7.82,24.8,10.3,24.5,25.50,28.60,28.60,100,,76,4.8,,24,36.20,6
Jonas Valanciunas,C,MEM,vs MIN,24th,110.75,6000,19.6,53,26.4,2.0,1.27,45.68,16.52,9.53,11.47,23.9,9.7,20.8,25.00,33.89,33.89,100,,64,5.6,Y,27,29.80,5
Jeff Teague,PG,MIN,@ MEM,12th,113.75,6000,0,18.9,27.4,6.3,1.03,37.27,10.76,9.46,0,19.3,8.7,26.5,0.00,0.00,0.00,100,,65,0,,,,
Mitchell Robinson,C,NYK,@ DET,9th,101.50,5900,19.7,35.2,26.7,0.5,1.39,50.12,8.95,4.43,5.53,17.4,5.8,19.2,22.25,26.33,26.33,100,,83,4.5,Y,8,12.30,2.1
Rui Hachimura,PF,WAS,@ IND,19th,111.75,5900,10.8,42.9,24.5,1.3,0.85,30.73,12.91,9.16,9.95,21.6,13.7,28.7,27.75,24.54,24.54,100,,63,4.2,Y,21,10.10,1.7
Derrick Rose,SG,DET,vs NYK,3rd,104.50,5800,0,20.6,32.8,6.3,1.30,46.92,13.92,10.28,0,35.3,14.8,25.2,0.00,0.00,0.00,100,,69,0,,,,
OG Anunoby,SF,TOR,vs SAC,23rd,113.50,5700,9.9,43.8,30.2,1.3,0.88,31.63,13.20,9.67,12.47,13.0,9.0,34.3,34.00,24.45,24.45,100,,68,4.3,Y,37,41.70,7.3
Isaiah Thomas,PG,WAS,@ IND,20th,111.75,5600,21.4,32.3,28.8,7.0,1.32,47.67,7.19,3.11,5.19,29.8,12.8,21.8,26.00,26.06,26.06,100,,89,4.7,Y,20,13.00,2.3
Kevon Looney,C,GSW,@ HOU,22nd,106.50,5600,0,0,14.3,1.0,1.43,51.48,0.00,0.00,0,19.2,4.0,10.0,0.00,0.00,0.00,100,,0,0,,,,
Robert Covington,PF,MIN,@ MEM,14th,113.75,5600,18.9,35.7,24.2,1.2,0.98,35.34,10.39,4.79,7.94,19.2,9.5,24.7,27.50,26.13,26.13,100,,80,4.7,Y,26,26.40,4.7
Brandon Clarke,PF,MEM,vs MIN,3rd,110.75,5600,15.2,45.4,27.0,0.8,1.20,43.17,12.97,8.62,7.93,16.6,8.2,22.5,22.00,28.13,28.13,100,,68,5,,22,29.60,5.3
Bojan Bogdanovic,SF,UTA,vs PHI,24th,105.50,5600,13.9,41.2,29.6,1.8,0.95,34.17,9.55,7.80,8.22,27.5,14.2,31.2,31.00,25.55,25.55,100,,74,4.6,Y,35,37.70,6.7
Josh Richardson,SG,PHI,@ UTA,21st,103.50,5600,21.8,44.1,27.0,3.8,0.78,28.19,7.93,6.37,8.15,19.8,12.3,34.5,37.00,31.37,31.37,100,,76,5.6,Y,35,42.80,7.6
Luke Kennard,SF,DET,vs NYK,4th,104.50,5500,14.7,37.8,25.6,3.9,0.81,29.16,7.63,6.61,7.26,20.8,11.9,31.6,34.25,24.59,24.59,100,,74,4.5,Y,32,30.30,5.5
P.J. Tucker,PF,HOU,vs GSW,2nd,122.50,5400,9.2,43.1,24.5,1.9,0.73,26.19,9.48,9.69,9.15,9.5,6.9,33.7,34.75,23.70,23.70,100,,60,4.4,Y,38,41.20,7.6
Patrick Beverley,PG,LAC,vs MIL,19th,111.00,5400,18.6,35.5,22.3,3.1,0.74,26.81,5.23,4.83,4.58,14.7,7.9,30.0,31.50,25.82,25.82,100,,78,4.8,Y,35,42.50,7.9
Brook Lopez,C,MIL,@ LAC,21st,117.00,5400,12,46.8,23.2,1.7,0.84,30.14,13.08,9.95,9.99,15.9,8.4,27.7,27.50,26.88,26.88,100,,57,5,Y,32,47.90,8.9
Bruce Brown Jr.,SG,DET,vs NYK,4th,104.50,5300,0,51,17.9,2.3,0.69,24.83,11.71,14.80,11.63,16.8,7.1,25.9,35.75,21.35,21.35,100,,17,4,Y,34,23.60,4.5
Goga Bitadze,C,IND,vs WAS,17th,114.75,5300,0.5,47.2,20.6,1.6,1.16,41.74,11.52,13.34,6,12.8,4.6,17.8,18.75,20.52,20.52,100,,35,3.9,,20,17.10,3.2
Marc Gasol,C,TOR,vs SAC,18th,113.50,5200,17.1,40.7,18.3,2.2,0.71,25.43,8.11,6.73,5.86,13.9,6.8,25.8,26.00,27.22,27.22,100,,63,5.2,Y,24,20.80,4
Delon Wright,SG,DAL,vs ORL,26th,106.75,5200,6,44.4,25.6,4.2,1.00,36.16,10.05,10.96,6.77,13.0,6.8,25.5,24.25,22.43,22.43,100,,57,4.3,,13,3.00,0.6
De'Andre Hunter,SF,ATL,vs CHI,11th,111.25,5100,12,32.7,17.9,1.0,0.63,22.92,4.97,5.92,4.28,16.7,8.5,28.2,31.00,20.83,20.83,100,,67,4.1,Y,27,12.30,2.4
Alex Len,C,ATL,vs CHI,22nd,111.25,5100,13,30.9,14.7,1.3,0.82,29.47,7.85,5.12,4.25,15.6,4.8,18.0,19.50,20.66,20.66,100,,65,4.1,Y,11,16.80,3.3
Willie Cauley-Stein,C,GSW,@ HOU,20th,106.50,5100,18,32.6,21.4,1.3,1.31,47.46,12.83,4.16,7.93,18.8,6.0,16.3,22.25,24.24,24.24,100,,81,4.8,Y,20,11.80,2.3
Jae Crowder,SF,MEM,vs MIN,27th,110.75,5100,13.4,37.7,21.3,2.8,0.70,25.22,6.28,6.94,5.02,15.5,9.0,30.3,28.75,23.77,23.77,100,,67,4.7,Y,34,32.60,6.4
Bobby Portis,C,NYK,@ DET,23rd,101.50,5000,4.6,50.7,23.7,1.4,0.98,35.11,12.56,13.16,8.37,20.1,9.9,24.3,24.00,24.34,24.34,100,,44,4.9,,20,10.50,2.1
Otto Porter,SF,CHI,@ ATL,1st,110.25,5000,12.7,40.9,19.8,1.5,0.74,26.77,9.11,8.03,6.58,18.5,9.8,26.6,26.00,24.79,24.79,100,,59,5,Y,12,29.80,6
Thaddeus Young,PF,CHI,@ ATL,7th,110.25,5000,10.4,37.5,21.0,1.4,0.94,33.85,9.33,7.73,6.09,21.6,9.5,22.4,23.50,21.99,21.99,100,,63,4.4,,19,7.60,1.5
Nemanja Bjelica,PF,SAC,@ TOR,30th,105.50,5000,14,40.5,22.4,2.3,0.89,32.03,7.24,7.56,5.43,13.4,6.6,25.1,27.00,25.36,25.36,100,,66,5.1,Y,16,11.90,2.4
Danuel House,SF,HOU,vs GSW,2nd,122.50,5000,10.6,38.8,25.1,0.7,0.84,30.30,7.52,8.04,6.58,14.5,9.0,29.9,31.50,22.69,22.69,100,,68,4.5,Y,39,25.70,5.1
Evan Fournier,SG,ORL,@ DAL,21st,100.75,5000,16.3,34.1,23.5,2.6,0.84,30.12,7.64,5.07,6.63,25.5,12.7,28.1,31.25,23.94,23.94,100,,78,4.8,Y,28,9.50,1.9
Maxi Kleber,PF,DAL,vs ORL,20th,106.75,5000,10.4,34.4,24.0,1.2,0.85,30.37,9.21,6.86,6.4,14.3,7.8,28.4,25.00,20.65,20.65,100,,71,4.1,,20,20.60,4.1
Joe Ingles,SF,UTA,vs PHI,24th,105.50,5000,13,36.8,18.8,3.6,0.66,23.52,9.48,6.80,7.31,12.5,6.3,28.7,27.75,23.19,23.19,100,,64,4.6,,29,21.40,4.3
Bogdan Bogdanovic,SG,SAC,@ TOR,17th,105.50,4800,12.1,36.5,18.5,3.1,0.79,28.40,10.00,6.97,6.88,22.3,10.0,23.4,24.75,22.58,22.58,100,,62,4.7,,32,31.90,6.6
Glenn Robinson III,SF,GSW,@ HOU,12th,106.50,4800,9.1,38.9,22.2,1.7,0.75,26.99,7.65,8.51,7.07,14.0,8.4,29.6,33.25,21.83,21.83,100,,62,4.5,Y,34,27.70,5.8
Damion Lee,SG,GSW,@ HOU,30th,106.50,4800,7.1,46.9,19.2,1.7,0.96,34.37,11.31,11.37,8.95,20.6,7.3,20.1,28.50,24.14,24.14,100,,41,5,,28,24.70,5.1
DeAndre Bembry,SG,ATL,vs CHI,11th,111.25,4700,7,39.3,23.9,3.2,1.00,35.82,10.47,9.24,6.69,18.3,7.5,24.0,23.00,20.81,20.81,100,,61,4.4,,26,14.60,3.1
Markelle Fultz,PG,ORL,@ DAL,5th,100.75,4700,14.3,30.7,19.0,3.4,0.82,29.51,5.77,4.70,4.13,21.2,9.0,23.1,25.75,21.32,21.32,100,,75,4.5,Y,24,23.40,5
Reggie Jackson,PG,DET,vs NYK,3rd,104.50,4600,0,1.6,13.5,4.0,0.77,27.77,5.73,0.80,0,16.9,5.5,17.5,0.00,0.00,0.00,100,,0,0,,,,
Tomas Satoransky,PG,CHI,@ ATL,14th,110.25,4600,11,35.4,19.8,5.4,0.77,27.63,10.80,6.97,7.58,12.9,5.8,25.8,25.25,21.41,21.41,100,,65,4.7,Y,30,46.40,10.1
Kevin Huerter,SG,ATL,vs CHI,6th,111.25,4600,12.9,27.6,16.5,2.8,0.79,28.43,5.63,4.21,4.07,18.2,6.5,20.8,26.00,19.20,19.20,100,,74,4.2,,24,22.40,4.9
Jordan Poole,SG,GSW,@ HOU,30th,106.50,4600,10.6,33.8,16.5,2.0,0.63,22.83,7.42,6.64,6.34,21.9,11.1,26.0,30.75,20.52,20.52,100,,60,4.5,Y,27,17.40,3.8
Ivica Zubac,C,LAC,vs MIL,12th,111.00,4600,8.4,38.9,21.4,0.6,1.29,46.49,13.81,8.72,7.19,17.9,4.4,16.6,18.75,21.46,21.46,100,,59,4.7,,9,12.80,2.8
Elfrid Payton,PG,NYK,@ DET,29th,101.50,4500,0,25,23.0,3.8,0.90,32.44,15.92,12.51,0,15.1,7.3,25.5,0.00,0.00,0.00,100,,46,0,,,,
Tyrone Wallace,PG,ATL,vs CHI,20th,111.25,4400,0,19.6,11.5,1.3,0.88,31.75,8.54,5.85,2.55,21.1,5.0,13.0,10.75,7.87,7.87,100,,49,1.8,,16,5.90,1.3
Bruno Fernando,PF,ATL,vs CHI,22nd,111.25,4400,0.3,24.6,11.5,1.2,0.98,35.43,15.36,6.94,5.65,16.5,3.7,11.7,13.25,10.75,10.75,100,,40,2.4,,21,21.20,4.8
Norman Powell,SG,TOR,vs SAC,7th,113.50,4400,9.1,34.5,16.1,1.5,0.66,23.63,8.38,7.24,5.88,16.2,6.8,24.5,25.25,20.00,20.00,100,,55,4.5,,19,12.90,2.9
Alec Burks,SF,GSW,@ HOU,30th,106.50,4400,17.3,29.2,13.9,1.8,0.64,22.97,6.64,3.40,5.07,19.3,7.5,21.8,27.50,22.42,22.42,100,,76,5.1,,31,46.10,10.5
Dillon Brooks,SG,MEM,vs MIN,27th,110.75,4400,11.4,34,23.8,1.7,0.87,31.35,6.17,6.46,4.88,19.6,11.8,27.3,28.50,21.09,21.09,100,,73,4.8,Y,30,35.80,8.1
Andre Iguodala,SG,MEM,vs MIN,6th,110.75,4400,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Dwight Powell,C,DAL,vs ORL,20th,106.75,4400,19.9,33.6,13.2,0.0,0.60,21.60,2.17,3.92,1.58,16.6,5.7,22.0,26.25,25.77,25.77,100,,70,5.9,Y,34,26.60,6
Markieff Morris,SF,DET,vs NYK,15th,104.50,4300,12.5,41,17.1,1.4,0.64,23.00,9.57,8.13,8.17,20.5,9.4,26.8,30.75,24.73,24.73,100,,52,5.8,Y,29,37.30,8.7
Eric Gordon,SF,HOU,vs GSW,5th,122.50,4300,0,10.9,15.3,0.9,0.50,18.07,4.97,5.46,0,19.0,12.9,30.6,0.00,0.00,0.00,100,,64,0,,,,
Gorgui Dieng,C,MIN,@ MEM,26th,113.75,4300,0,31.8,23.9,1.7,1.52,54.92,18.61,15.88,0,23.5,7.0,15.7,0.00,0.00,0.00,100,,34,0,,3,5.00,1.2
Jalen Brunson,PG,DAL,vs ORL,26th,106.75,4300,4.1,33.5,19.1,3.8,0.82,29.49,17.72,8.39,10.34,20.7,8.7,23.3,21.00,16.67,16.67,100,,56,3.9,,6,5.70,1.3
Christian Wood,PF,DET,vs NYK,15th,104.50,4200,0,44.6,15.2,0.1,1.03,37.29,25.74,12.89,11.08,17.5,4.6,14.7,15.50,18.86,18.86,100,,15,4.5,,19,23.10,5.5
Cam Reddish,SF,ATL,vs CHI,20th,111.25,4200,9.7,29,17.2,2.0,0.67,23.97,6.17,5.51,4.63,17.6,8.2,25.8,27.00,17.94,17.94,100,,68,4.3,Y,23,6.10,1.5
Shabazz Napier,PG,MIN,@ MEM,12th,113.75,4200,0,14.3,21.6,4.5,0.97,34.79,11.82,7.15,0,18.0,7.2,22.3,0.00,0.00,0.00,100,,67,0,,,,
Tyus Jones,PG,MEM,vs MIN,21st,110.75,4200,5.6,37.3,19.2,4.5,0.90,32.43,11.48,9.05,7.18,18.0,7.8,21.3,22.50,19.15,19.15,100,,53,4.6,,24,18.70,4.5
Dorian Finney-Smith,SF,DAL,vs ORL,18th,106.75,4200,12.2,27.4,19.3,0.7,0.72,26.06,3.84,4.32,2.75,14.1,6.7,26.7,25.75,18.71,18.71,100,,78,4.5,Y,29,12.20,2.9
Kris Dunn,PG,CHI,@ ATL,4th,110.25,4100,6.3,32.4,18.2,2.9,0.89,32.09,10.69,7.47,5.49,14.1,5.9,20.4,18.50,17.49,17.49,100,,59,4.3,,20,31.10,7.6
Troy Brown,SF,WAS,@ IND,20th,111.75,4000,5.1,39,27.2,2.0,1.18,42.57,5.25,9.68,3.35,15.1,7.0,23.0,23.00,19.61,19.61,100,,64,4.9,,17,8.40,2.1
Davis Bertans,SF,WAS,@ IND,25th,111.75,4000,8.8,31.4,20.3,1.2,0.74,26.71,7.25,6.45,4.88,15.4,9.0,27.3,24.25,18.47,18.47,100,,68,4.6,,29,20.80,5.2
Rondae Hollis-Jefferson,PF,TOR,vs SAC,7th,113.50,4000,0,0,1.0,0.0,0.25,9.00,0.00,0.00,0,9.4,0.0,4.0,0.00,0.00,0.00,100,,0,0,,,,
Harry Giles,PF,SAC,@ TOR,30th,105.50,4000,5.6,5.6,,,,,,,0,,,,5.25,5.59,5.59,100,,0,1.4,,,,
Marquese Chriss,PF,GSW,@ HOU,22nd,106.50,4000,0.5,27.5,14.9,1.8,1.03,36.95,9.54,7.71,3.38,17.9,3.5,14.5,12.75,12.04,12.04,100,,48,3,,13,16.90,4.2
Kyle Anderson,SG,MEM,vs MIN,27th,110.75,4000,6.3,33.8,20.6,1.8,0.97,34.95,11.99,7.87,7.24,14.4,6.0,21.2,21.75,18.10,18.10,100,,62,4.5,,19,15.60,3.9
Terrence Ross,SG,ORL,@ DAL,21st,100.75,4000,0,12.1,16.2,1.4,0.73,26.38,10.70,6.06,0,24.7,10.1,22.1,0.00,0.00,0.00,100,,63,0,,,,
JaMychal Green,PF,LAC,vs MIL,25th,111.00,4000,11.1,39.8,17.7,0.3,0.85,30.53,10.11,8.20,7.02,15.2,6.1,20.9,25.00,23.37,23.37,100,,54,5.8,,32,16.40,4.1
