Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Brad Beal,4,,SG,11000,WAS,BKN,1,120,37,26,104,109,-13%,32,28,26,36,35,36,52.0,50.9,39.4,62.4,36.0,48.9,4.4,37.6,48.2,4.4
James Harden,1,O,SG,10700,BKN,@WAS,1,126,30,23,107,113,4%,17,13,16,39,38,38,46.8,49.6,36.2,62.9,0.0,0.0,0.0,,0.0,0.0
Kevin Durant,13,,SF,10600,BKN,@WAS,3,126,31,27,107,113,1%,24,22,20,40,41,38,54.2,51.5,41.4,61.6,36.5,55.7,5.3,37.6,58.4,5.5
Karl-Anthony Towns,,O,C,10500,MIN,CLE,17,109,27,27,100,107,-7%,17,16,16,36,33,33,50.6,50.6,48.6,52.6,0.0,0.0,0.0,,0.0,0.0
Joel Embiid,2,O,C,9900,PHI,@IND,1,109,31,31,102,108,1%,19,18,16,32,33,32,55.2,50.5,35.0,66.0,0.0,0.0,0.0,,0.0,0.0
Russell Westbrook,6,,PG,9600,WAS,BKN,1,120,32,13,104,109,-3%,18,16,18,28,31,34,35.6,43.1,31.7,54.5,32.0,42.3,4.4,34.6,71.0,7.4
Nikola Vucevic,0,,C,9400,ORL,@TOR,1,105,28,24,103,107,-4%,16,21,19,31,35,34,38.5,44.5,33.5,55.5,34.5,45.0,4.8,35.3,43.8,4.7
Kyrie Irving,13,,PG,9300,BKN,@WAS,1,126,29,25,107,113,10%,17,18,20,38,37,36,43.4,45.5,37.5,53.5,36.5,52.9,5.7,38.2,39.8,4.3
Domas Sabonis,4,,PF,9100,IND,PHI,1,112,24,20,104,105,-7%,13,13,15,38,40,38,44.9,45.1,37.2,52.9,37.5,44.2,4.9,36.9,29.1,3.2
Andre Drummond,9,,C,9000,CLE,@MIN,1,111,31,22,104,111,17%,16,15,16,26,25,30,42.3,45.5,29.4,61.7,27.0,43.8,4.9,32.7,60.4,6.7
